element,sp_num,obs_wl_air(A),unc_obs_wl,ritz_wl_air(A),unc_ritz_wl
Fe,1,4055.0352,0.0005,4055.03501,0.00023
Dy,2,4055.14,0.10,,
Mn,1,4055.21,0.10,,
Th,2,4055.2340,0.0005,4055.23413,0.00010
Er,2,4055.47,0.10,,
Ag,1,4055.476,0.010,4055.4750,0.0003
Mn,1,4055.54,0.10,4055.544,0.010
Zr,1,4055.71,0.10,,
V,1,4055.9058,0.0015,4055.9056,0.0008
Mo,1,4056.012,0.010,4056.0111+,0.0023
Cr,1,4056.0422,0.0013,4056.0419,0.0013
Fe,1,4056.3446,0.0025,4056.3459,0.0004
Cu,1,4056.38,0.06,4056.3699,0.0049
Pr,2,4056.54,0.10,4056.535+,0.023
Na,1,4056.6,0.2,4056.70,0.15
Cr,1,4056.7790,0.0015,4056.7799,0.0007
Cu,1,4056.78,0.06,4056.8581,0.0659
Th,2,4057.0300,0.0007,4057.03009,0.00013
V,1,4057.0638,0.0015,4057.06344,0.00017
Cr,1,4057.126,0.020,4057.1067,0.0015
Cr,1,4057.214,0.020,4057.2105,0.0003
Th,2,4057.3311,0.0004,4057.33131,0.00012
Fe,1,4057.3433,0.0005,4057.34287,0.00023
Mg,1,4057.5052,0.0010,4057.5052,0.0010
Ti,1,4057.6189,0.0020,4057.6178,0.0005
Th,2,4057.7768,0.0005,4057.77704,0.00008
V,1,4057.82,0.02,4057.8015,0.0015
Cr,1,4057.83,0.03,4057.7702,0.0005
Mn,1,4057.95,0.10,,
Ti,1,4058.1404,0.0020,4058.1401,0.0005
U,2,4058.19,0.10,,
Fe,1,4058.217,0.003,4058.21663,0.00023
Fe,1,4058.7537,0.0005,4058.75343,0.00023
Cr,1,4058.7693,0.0005,4058.7689,0.0005
Pr,2,4058.80,0.10,4058.800+,0.023
Sm,2,4058.87,0.10,,
Mn,1,4058.93,0.10,4058.930,0.010
Mn,1,4059.39,0.10,4059.388,0.010
Fe,1,4059.7133,0.0005,4059.7130,0.0004
Th,2,4059.7660,0.0023,4059.76665,0.00012
Er,2,4059.78,0.10,,
Th,2,4059.8144,0.0005,4059.81433,0.00007
Th,2,4059.8893,0.0003,4059.88936,0.00010
Th,2,4059.9063,0.0005,4059.90669,0.00017
Nd,2,4059.961,0.010,4059.9509+,0.0023
Ti,1,4060.0753,0.0020,4060.0749,0.0005
Ti,1,4060.2621,0.0020,4060.2621,0.0007
V,1,4060.3820,0.0018,4060.3818,0.0007
Cr,1,4060.6487,0.0019,4060.6484,0.0013
V,1,4060.827,0.004,4060.8263,0.0003
Sr,1,4060.923,0.005,4060.924,0.004
Nd,2,4061.085,0.010,4061.0799+,0.0023
Fe,1,4061.0963,0.0025,4061.0947,0.0004
Gd,2,4061.30,0.10,,
Zr,1,4061.53,0.10,,
V,1,4061.585,0.002,4061.5884,0.0008
Mn,1,4061.74,0.10,4061.730,0.010
Fe,1,4061.9543,0.0013,4061.9524,0.0005
Mo,1,4062.077,0.010,4062.0764+,0.0023
Ce,2,4062.22,0.10,4062.2217+,0.0023
Pr,2,4062.22,0.10,,
Th,2,4062.3050,0.0023,4062.30351,0.00007
Fe,1,4062.4406,0.0005,4062.44071,0.00023
U,2,4062.54,0.10,,
Gd,2,4062.59,0.10,,
Cu,1,4062.641,0.009,4062.6378,0.0038
Th,2,4062.6581,0.0007,4062.65827,0.00007
V,1,4062.7032,,4062.7032,0.0012
Th,2,4062.7527,0.0005,4062.7516,0.0003
Pr,2,4062.81,0.10,4062.805+,0.023
Cr,1,4062.84,0.06,4062.8087,0.0007
Ce,2,4062.94,0.10,4062.9367+,0.0023
Cr,1,4063.08,0.03,4063.0417,0.0020
Cu,1,4063.238,0.009,4063.2372,0.0018
Fe,1,4063.2754,0.0005,4063.27571,0.00023
Gd,2,4063.39,0.10,,
Fe,1,4063.4166,0.0025,4063.4174,0.0007
Mn,1,4063.53,0.10,4063.528,0.010
Sm,2,4063.54,0.10,,
Gd,2,4063.59,0.10,,
Fe,1,4063.5939,0.0005,4063.59365,0.00023
Th,2,4063.6919,0.0003,4063.69202,0.00009
Th,2,4063.7550,0.0023,4063.75474,0.00013
V,1,4063.9258,0.0018,4063.9257,0.0004
Ti,1,4064.144,0.004,4064.1515,0.0012
Zr,1,4064.16,0.10,,
Ti,1,4064.2097,0.0020,4064.2110,0.0007
Sm,2,4064.32,0.10,,
Fe,1,4064.4490,0.0025,4064.44945,0.00023
Ru,1,4064.46,0.10,4064.455+,0.023
Sm,2,4064.58,0.10,,
Cr,1,4064.582,0.020,4064.6092,0.0003
Th,2,4064.6101,0.0023,4064.61017,0.00007
V,1,4064.8980,0.0018,4064.8977,0.0007
Cr,1,4064.94,0.03,4064.9702,0.0007
Th,2,4064.9936,0.0003,4064.9938,0.0003
Mn,1,4065.08,0.10,4065.071,0.010
Ho,2,4065.09,0.10,,
Ti,1,4065.0952,0.0020,4065.0945,0.0010
Th,2,4065.2530,0.0005,4065.25314,0.00009
Fe,1,4065.3809,0.0013,4065.38067,0.00023
V,1,4065.42,0.05,4065.4377,0.0004
Ti,1,4065.5858,0.0020,4065.5847,0.0017
Th,2,4065.6880,0.0003,4065.68803,0.00007
Cr,1,4065.7036,0.0014,4065.7036,0.0008
Th,2,4066.0022,0.0005,4066.00195,0.00007
Th,2,4066.1691,0.0023,4066.17008,0.00015
Mn,1,,,4066.35,0.10
Fe,1,4066.5850,0.0005,4066.58491,0.00023
Cr,1,4066.610,0.030,4066.5937,0.0020
Cr,1,4066.610,0.030,4066.5943,0.0020
O,1,,,4066.70,0.10
O,1,,,4066.71,0.10
Sm,2,4066.74,0.10,,
O,1,,,4066.75,0.10
Cr,1,4066.8585,0.0009,4066.8579,0.0003
Cr,1,4066.9328,0.0004,4066.93287,0.00020
Fe,1,4066.9739,0.0005,4066.97402,0.00023
Fe,1,4067.2709,0.0005,4067.27070,0.00023
Ce,2,4067.28,0.10,4067.2849+,0.0023
Cr,1,4067.346,0.030,4067.3452,0.0005
Cr,1,4067.346,0.030,4067.3568,0.0003
Cr,1,4067.346,0.030,4067.3639,0.0010
La,2,4067.39,0.10,4067.380+,0.023
Fe,1,4067.4869,0.0025,4067.48716,0.00023
Th,2,4067.5934,0.0005,4067.59311,0.00007
Ru,1,4067.61,0.10,4067.607+,0.023
V,1,4067.736,0.003,4067.7356,0.0004
O,1,,,4067.74,0.10
U,2,4067.75,0.10,,
O,1,,,4067.75,0.10
Th,2,4067.8759,0.0004,4067.87584,0.00010
Cr,1,4067.90,,4067.890,0.015
V,1,4067.966,0.003,4067.9657,0.0005
Fe,1,4067.9775,0.0005,4067.97774,0.00023
Mn,1,4068.00,0.10,4068.012,0.010
Th,2,4068.0241,0.0005,4068.02423,0.00007
Ti,1,4068.1325,0.0020,4068.1340,0.0012
Sm,2,4068.33,0.10,,
Ru,1,4068.37,0.10,4068.365+,0.023
Ti,1,4068.6489,0.0020,4068.6546,0.0012
Cr,1,4068.70,0.06,4068.6935,0.0005
Pr,2,4068.80,0.10,,
Ce,2,4068.84,0.10,4068.8361+,0.0023
Ti,1,4068.9849,0.0020,4068.9861,0.0020
Fe,1,4069.067,0.003,4069.06609,0.00023
Th,2,4069.20134,0.00008,4069.20134,0.00005
Nd,2,4069.267,0.010,4069.2650+,0.0023
Th,2,4069.3058,0.0004,4069.30486,0.00013
Cr,1,4069.35,0.06,4069.3388,0.0007
Th,2,4069.4182,0.0005,4069.41844,0.00013
O,1,,,4069.51,0.10
Cu,1,4069.53,0.06,4069.524,0.013
V,1,4069.6213,0.0018,4069.6215,0.0008
Cr,1,4069.68,0.06,4069.7118,0.0005
Th,2,4069.7607,0.0003,4069.76057,0.00007
Th,2,4069.7607,0.0003,4069.76123,0.00020
Mo,1,4069.881,0.010,4069.8808+,0.0023
Cr,1,4070.065,0.020,4070.0605,0.0004
Mn,1,4070.28,0.10,4070.278,0.010
Gd,2,4070.29,0.10,,
Gd,2,4070.39,0.10,,
Th,2,4070.6724,0.0003,4070.67243,0.00007
Ti,1,4070.6769,0.0020,4070.6781,0.0015
Sr,1,4070.718,0.005,4070.717,0.003
V,1,4070.762,0.002,4070.7575,0.0007
Fe,1,4070.7705,0.0005,4070.77024,0.00023
Sr,1,4070.805,0.005,4070.804,0.004
Cr,1,4070.9881,0.0019,4070.9869,0.0008
Cr,1,4071.10,0.03,4071.1080,0.0003
U,2,4071.12,0.10,,
Ti,1,4071.1910,0.0020,4071.1910,0.0005
Th,2,4071.3021,0.0023,4071.30222,0.00018
Th,2,4071.4661,0.0023,4071.46722,0.00015
Ti,1,4071.4671,0.0020,4071.4659,0.0005
Fe,1,4071.5198,0.0005,4071.51979,0.00023
V,1,4071.532,0.002,4071.5324,0.0004
Mg,1,,,4071.729,0.010
Fe,1,4071.7377,0.0005,4071.73752,0.00023
Ce,2,4071.81,0.10,4071.7750+,0.0023
V,1,4072.129,0.002,4072.1291,0.0008
Th,2,4072.1799,0.0005,4072.17956,0.00009
Cr,1,4072.25,0.06,4072.265,0.020
Fe,1,4072.5021,0.0013,4072.50219,0.00023
Zr,1,4072.70,0.10,,
Cr,1,4072.7638,0.0012,4072.7627,0.0003
Th,2,4072.9090,0.0003,4072.90913,0.00010
Ce,2,4072.92,0.10,4072.9185+,0.0023
Ru,1,4073.00,0.10,4072.999+,0.023
Dy,2,4073.12,0.10,,
Gd,2,4073.20,0.10,,
Cu,1,4073.224,0.021,4073.230,0.012
Cr,1,4073.32,0.03,4073.2754,0.0007
Ce,2,4073.48,0.10,4073.4744+,0.0023
Th,2,4073.7097,0.0003,4073.70963,0.00012
Ce,2,4073.74,0.10,4073.7336+,0.0023
Gd,2,4073.76,0.10,,
Fe,1,4073.7620,0.0005,4073.76195,0.00023
Mn,1,,,4073.999,0.010
V,1,4074.19,0.02,4074.1981,0.0003
Ti,1,4074.3494,0.0020,4074.3513,0.0005
Cr,1,4074.35,0.03,4074.3568,0.0015
U,2,4074.48,0.10,,
Th,2,4074.6419,0.0004,4074.64194,0.00015
Fe,1,4074.786,0.003,4074.78563,0.00023
Cr,1,4074.857,0.020,4074.8237,0.0020
Zr,1,4074.93,0.10,,
Mg,1,,,4075.058,0.010
Mg,1,4075.059,0.010,4075.058,0.010
Nd,2,4075.116,0.010,4075.1122+,0.0023
Mn,1,,,4075.251,0.010
Nd,2,4075.272,0.010,4075.2717+,0.0024
Cu,1,4075.572,0.009,4075.578,0.008
Th,2,4075.6116,0.0005,4075.61133,0.00013
Ce,2,4075.71,0.10,4075.6997+,0.0024
Th,2,4075.71109,0.00023,4075.71112,0.00007
Sm,2,4075.84,0.10,,
Ce,2,4075.85,0.10,4075.8467+,0.0024
Cr,1,4075.9120,0.0012,4075.91221,0.00017
Cr,1,4076.0486,0.0014,4076.0488,0.0008
Sr,1,4076.147,0.005,4076.146,0.005
Mo,1,4076.191,0.010,4076.1911+,0.0024
Fe,1,4076.2177,0.0013,4076.2185,0.0004
Ce,2,4076.24,0.10,4076.2394+,0.0024
Ti,1,4076.3614,0.0020,4076.3611,0.0007
Fe,1,4076.4895,0.0005,4076.48942,0.00023
Zr,1,4076.53,0.10,,
Fe,1,4076.6288,0.0005,4076.62889,0.00023
Sm,2,4076.65,0.10,,
U,2,4076.69,0.10,,
La,2,4076.71,0.10,4076.703+,0.024
Ru,1,4076.73,0.10,4076.723+,0.024
Fe,1,4076.7997,0.0005,4076.79979,0.00023
Fe,1,4076.8808,0.0025,4076.88109,0.00023
Cr,1,4077.0798,0.0005,4077.08002,0.00017
Ti,1,4077.1481,0.0020,4077.1476,0.0010
Yb,2,4077.28,0.10,,
La,2,4077.35,0.10,4077.342+,0.024
Y,1,4077.359,0.010,4077.3600,0.0017
Cr,1,4077.4594,0.0015,4077.4596,0.0015
Ce,2,4077.47,0.10,4077.4669+,0.0024
Nd,2,4077.62,0.10,4077.6121+,0.0024
Cr,1,4077.679,0.020,4077.649,0.004
Dy,2,4077.96,0.10,4077.9651+,0.0024
V,1,4077.97,0.02,4077.9596,0.0003
Cr,1,4078.095,0.020,4078.1055,0.0003
Zr,1,4078.31,0.10,,
Ce,2,4078.32,0.10,4078.3242+,0.0024
Fe,1,4078.3536,0.0005,4078.35319,0.00023
Gd,2,4078.44,0.10,,
Ti,1,4078.4705,0.0020,4078.4703,0.0007
Cr,1,4078.475,0.020,4078.454,0.004
Ce,2,4078.52,0.10,4078.5168+,0.0024
V,1,4078.71,0.02,4078.6941,0.0003
Cr,1,4079.04,0.03,4079.04743,0.00017
Th,2,4079.1353,0.0003,4079.13531,0.00012
Fe,1,4079.1678,0.0013,4079.16762,0.00023
Mn,1,4079.24,0.10,4079.412,0.010
V,1,4079.3324,0.0018,4079.3326,0.0007
Mn,1,4079.42,0.10,,
Th,2,4079.4340,0.0023,4079.43489,0.00012
Th,2,4079.6024,0.0005,4079.60233,0.00013
Ti,1,4079.6978,0.0020,4079.7030,0.0015
Cr,1,4079.70,0.06,4079.7369,0.0015
Pr,2,4079.77,0.10,,
Fe,1,4079.8377,0.0005,4079.83784,0.00023
Th,2,4079.8984,0.0005,4079.89805,0.00015
Fe,1,4080.2089,0.0005,4080.2090,0.0004
Cr,1,4080.2167,0.0009,4080.21703,0.00015
Nd,2,4080.227,0.010,4080.2175+,0.0024
Ho,2,4080.23,0.10,,
Th,2,4080.2940,0.0003,4080.29434,0.00007
Ce,2,4080.44,0.10,4080.4383+,0.0024
Th,2,4080.4700,0.0023,4080.47013,0.00005
Cu,1,4080.534,0.021,4080.506,0.030
Sm,2,4080.56,0.10,,
Cr,1,4080.564,0.020,4080.5669,0.0003
Th,2,4080.5901,0.0023,4080.59448,0.00012
Ru,1,4080.60,0.10,4080.594+,0.024
U,2,4080.60,0.10,,
Fe,1,4080.8766,0.0013,4080.87574,0.00023
Ba,1,4080.9615,0.0010,4080.9612+,0.0024
Pr,2,4080.98,0.10,4080.980+,0.024
Th,2,4080.9815,0.0007,4080.98153,0.00013
Y,1,4081.1852,0.0010,4081.1853,0.0004
Zr,1,4081.22,0.10,,
Ce,2,4081.22,0.10,4081.2186+,0.0024
Er,2,4081.24,0.10,,
Fe,1,4081.2673,0.0025,4081.2663,0.0007
Mo,1,4081.44,0.10,4081.3639+,0.0024
Mo,1,4081.44,0.10,4081.5175+,0.0024
Cr,1,4081.7318,0.0009,4081.73201,0.00017
Th,2,4081.8277,0.0005,4081.82825,0.00012
Mg,1,,,4081.832,0.010
Mg,1,4081.833,0.010,4081.832,0.010
Pr,2,4081.85,0.10,,
Th,2,4081.8555,0.0005,4081.85510,0.00010
Cr,1,4081.896,0.020,4081.8869,0.0005
Fe,1,4082.1076,0.0013,4082.10685,0.00024
Th,2,4082.25697,0.00022,4082.25697,0.00009
Fe,1,4082.4243,0.0013,4082.4252,0.0004
Ti,1,4082.455,0.002,4082.4548,0.0007
Sm,2,4082.60,0.10,,
V,1,4082.909,0.002,4082.9091,0.0012
Mn,1,4082.94,0.10,4082.939,0.010
Ce,2,4083.23,0.10,4083.2218+,0.0024
Cr,1,4083.32,0.03,4083.3182,0.0015
Pr,2,4083.34,0.10,4083.341+,0.024
Th,2,4083.3854,0.0005,4083.38435,0.00009
Ag,1,4083.43,0.10,,
Fe,1,4083.5489,0.0005,4083.5489,0.0004
Sm,2,4083.58,0.10,,
Mn,1,4083.63,0.10,4083.628,0.010
Y,1,4083.705,0.010,4083.7033,0.0017
Fe,1,4083.7629,0.0005,4083.76288,0.00024
Th,2,4084.0080,0.0023,4084.01014,0.00014
V,1,4084.216,0.004,4084.2150,0.0008
Th,2,4084.2768,0.0005,4084.27709,0.00012
Cr,1,4084.30,0.03,4084.3092,0.0004
Mo,1,4084.372,0.010,4084.3707+,0.0024
Sm,2,4084.40,0.10,,
Fe,1,4084.4913,0.0005,4084.49152,0.00024
Th,2,4084.4982,0.0007,4084.49745,0.00017
Th,2,4084.8158,0.0005,4084.81559,0.00007
Ba,1,4084.8673,0.0010,4084.8675+,0.0024
Th,2,4084.9530,0.0023,4084.95679,0.00017
Fe,1,4085.0038,0.0005,4085.00408,0.00024
Cr,1,4085.0174,0.0012,4085.0196,0.0003
Th,2,4085.04204,0.00008,4085.04207,0.00005
Ce,2,4085.23,0.10,4085.2360+,0.0024
Fe,1,4085.2480,0.0013,4085.24747,0.00024
Fe,1,4085.3028,0.0005,4085.30273,0.00024
Eu,2,4085.38,0.10,,
Ru,1,4085.43,0.10,4085.423+,0.024
Mn,1,,,4085.467,0.010
Gd,2,4085.56,0.10,,
Cr,1,4085.71,0.03,4085.7163,0.0005
Nd,2,4085.815,0.010,4085.8132+,0.0024
Th,2,4085.8155,0.0004,4085.81544,0.00007
Cr,1,4085.9269,0.0014,4085.9265,0.0005
Fe,1,4085.984,0.003,4085.9820,0.0005
Cr,1,4086.05,0.03,4086.0759,0.0005
Y,1,,,4086.2186,0.0007
Th,2,4086.3361,0.0023,4086.33984,0.00012
Th,2,4086.4123,0.0003,4086.41244,0.00014
Th,2,4086.52038,0.00004,4086.52040,0.00004
La,2,4086.72,0.10,4086.709+,0.024
Cr,1,4086.9393,0.0019,4086.9391,0.0005
Fe,1,4087.0936,0.0005,4087.09336,0.00024
Pr,2,4087.21,0.10,,
Ba,1,4087.2467,0.0010,4087.2471+,0.0024
Pd,1,4087.3434,0.0010,4087.3428,0.0010
Ba,1,4087.3435,0.0010,4087.3437+,0.0024
Sr,1,4087.344,0.002,4087.3442,0.0016
Ce,2,4087.36,0.10,4087.3624+,0.0024
Sr,1,4087.442,0.005,4087.440,0.003
Gd,2,4087.69,0.10,,
Cr,1,4087.90,0.03,4087.922,0.005
Fe,1,4088.204,0.003,4088.1998,0.0017
Fe,1,4088.5565,0.0013,4088.5558,0.0004
Mn,1,,,4088.558,0.010
Cr,1,4088.766,0.020,4088.75690,0.00019
Ce,2,4088.85,0.10,4088.8519+,0.0024
Fe,1,4089.2166,0.0005,4089.21655,0.00024
Cr,1,4089.627,0.030,4089.605,0.005
Cr,1,4089.627,0.030,4089.619,0.004
Mn,1,4089.94,0.10,4089.931,0.010
V,1,4089.941,0.003,4089.9406,0.0007
Cr,1,4090.07,0.06,4090.047,0.017
Fe,1,4090.0724,0.0013,4090.07214,0.00024
Th,2,4090.1031,0.0023,4090.09867,0.00010
U,2,4090.13,0.10,,
Cr,1,4090.2780,0.0012,4090.27822,0.00020
Th,2,4090.3670,0.0023,4090.36742,0.00007
Cr,1,4090.4653,0.0019,4090.4658,0.0004
V,1,4090.508,0.003,4090.5061,0.0007
V,1,4090.5680,0.0015,4090.5680,0.0007
Mn,1,,,4090.594,0.010
Fe,1,4090.9533,0.0013,4090.95319,0.00024
Th,2,4091.3470,0.0023,4091.34113,0.00005
Th,2,4091.5296,0.0004,4091.52965,0.00009
Fe,1,4091.5528,0.0013,4091.55244,0.00024
V,1,4091.9329,0.0018,4091.9326,0.0003
Cr,1,4092.178,0.020,4092.1686,0.0015
Sm,2,4092.27,0.10,,
Fe,1,4092.2767,0.0013,4092.2768,0.0004
Th,2,4092.3140,0.0023,4092.31558,0.00012
Th,2,4092.3380,0.0023,4092.33995,0.00009
Mn,1,,,4092.379,0.010
V,1,4092.3921,0.0018,4092.3919,0.0004
Fe,1,4092.5057,0.0013,4092.5068,0.0004
V,1,4092.521,0.003,4092.5194,0.0004
Ca,1,,,4092.632,0.010
V,1,4092.6828,0.0015,4092.6831,0.0004
U,2,4093.03,0.10,,
Cr,1,4093.059,0.020,4093.035,0.005
Th,2,4093.2550,0.0023,4093.25391,0.00012
Cr,1,4093.31,0.06,4093.277,0.017
Th,2,4093.3271,0.0023,4093.32666,0.00014
Th,2,4093.39200,0.00020,4093.39188,0.00005
V,1,4093.480,0.003,4093.4734,0.0005
V,1,4093.480,0.003,4093.4800,0.0005
Th,2,4093.5561,0.0023,4093.55515,0.00010
Ni,1,,,4093.616,0.010
Mn,1,,,4094.045,0.010
Sm,2,4094.05,0.10,,
V,1,4094.268,0.013,4094.2506,0.0007
V,1,4094.268,0.013,4094.29071,0.00020
Gd,2,4094.48,0.10,,
Th,2,4094.4881,0.0005,4094.48831,0.00010
Cr,1,4094.62,0.04,4094.6251,0.0003
Cr,1,4094.62,0.04,4094.665,0.013
Th,2,4094.74690,0.00004,4094.74692,0.00004
Ca,1,,,4094.925,0.010
Cr,1,4094.9614,0.0012,4094.9610,0.0004
Ca,1,,,4094.962,0.010
V,1,4095.4751,0.0015,4095.47490,0.00020
Fe,1,4095.9705,0.0005,4095.97024,0.00024
Sr,1,4096.063,0.005,4096.064,0.005
Fe,1,4096.1069,0.0013,4096.1070,0.0004
Nd,2,4096.13,0.10,4096.1240+,0.0024
Fe,1,4096.2100,0.0013,4096.20856,0.00024
Th,2,4096.3319,0.0023,4096.32541,0.00015
Mn,1,,,4096.630,0.010
Fe,1,4096.690,0.003,4096.6917,0.0004
Eu,2,4096.80,0.10,,
Pr,2,4096.82,0.10,4096.820+,0.024
V,1,4096.928,0.002,4096.9272,0.0003
Fe,1,4096.950,0.003,4096.94921,0.00024
Fe,1,4097.017,0.003,4097.01603,0.00024
Fe,1,4097.0831,0.0013,4097.08319,0.00024
Cu,1,4097.215,0.021,4097.243,0.029
Th,2,4097.3365,0.0003,4097.33682,0.00005
Cr,1,4097.6426,0.0014,4097.6430,0.0007
Th,2,4097.6910,0.0024,4097.68751,0.00009
Ru,1,4097.79,0.10,4097.782+,0.024
Cr,1,4097.89,0.06,4097.8925,0.0020
Cr,1,4098.02,0.06,4098.03,0.07
Th,2,4098.0931,0.0024,4098.09128,0.00019
Fe,1,4098.1755,0.0005,4098.17542,0.00024
Nd,2,4098.18,0.10,4098.1742+,0.0024
V,1,4098.3759,0.0015,4098.3760,0.0012
Pr,2,4098.40,0.10,4098.367+,0.024
Pr,2,4098.40,0.10,4098.399+,0.024
V,1,4098.477,0.003,4098.4767,0.0005
Ca,1,4098.53,0.10,4098.528,0.010
Ca,1,4098.57,0.10,4098.575,0.010
Gd,2,4098.61,0.10,4098.5990+,0.0024
Ca,1,,,4098.612,0.010
V,1,4098.790,0.004,4098.7869,0.0004
V,1,4098.8615,0.0014,4098.8576,0.0005
V,1,4098.8615,0.0014,4098.8603,0.0007
Gd,2,4098.90,0.10,,
Th,2,4098.93264,0.00013,4098.93263,0.00007
Cr,1,4099.0095,0.0005,4099.0096,0.0003
Ti,1,4099.165,0.002,4099.1635,0.0015
Mn,1,,,4099.51,0.10
La,2,4099.54,0.10,4099.535+,0.024
V,1,4099.7835,0.0015,4099.7833,0.0007
Mg,1,,,4099.787,0.010
Fe,1,4100.347,0.003,4100.3476,0.0005
Er,2,4100.56,0.10,,
Pr,2,4100.72,0.10,4100.717+,0.024
Fe,1,4100.7376,0.0005,4100.73752,0.00024
Th,2,4100.81891,0.00022,4100.81896,0.00007
Th,2,4100.8472,0.0003,4100.84701,0.00009
V,1,4100.989,0.006,4100.9880,0.0004
Cr,1,4101.1549,0.0005,4101.15525,0.00020
Fe,1,4101.2608,0.0005,4101.26090,0.00024
Th,2,4101.3279,0.0004,4101.32780,0.00012
V,1,4101.334,0.004,4101.3329,0.0005
V,1,4101.581,0.010,4101.5550,0.0007
Fe,1,4101.652,0.003,4101.65162,0.00024
Fe,1,4101.685,0.003,4101.6853,0.0004
H,1,,,4101.702284,0.000021
H,1,,,4101.704339,0.000021
H,1,,,4101.7056,0.0010
H,1,4101.707462,0.000021,4101.707462,0.000021
H,1,,,4101.708218,0.000021
H,1,4101.710277,0.000021,4101.710277,0.000021
H,1,,,4101.710499,0.000021
H,1,4101.734,0.006,4101.7415,0.0024
H,1,,,4101.7346,0.0010
Ru,1,4101.74,0.10,4101.741+,0.024
In,1,4101.745,0.010,4101.7504,0.0010
H,1,,,4101.763100,0.000021
H,1,,,4101.7632,0.0003
H,1,,,4101.763860,0.000021
H,1,,,4101.765915,0.000021
Ce,2,4101.77,0.10,4101.7691+,0.0024
Mo,1,4102.149,0.010,4102.1500+,0.0024
V,1,4102.1490,0.0015,4102.1491,0.0003
Cr,1,4102.22,0.03,4102.2084,0.0005
Y,1,4102.364,0.010,4102.3691,0.0004
Th,2,4102.4621,0.0024,4102.45961,0.00014
V,1,4102.471,0.004,4102.4745,0.0003
Si,1,4102.936,0.010,4102.936,0.010
Cr,1,4103.02,0.04,4103.0071,0.0007
Cr,1,4103.02,0.04,4103.0125,0.0003
Th,2,4103.1100,0.0005,4103.10891,0.00007
V,1,4103.2044,0.0018,4103.2045,0.0005
Th,2,4103.2626,0.0003,4103.26263,0.00010
Dy,2,4103.30,0.10,4103.3047+,0.0024
V,1,4103.404,0.004,4103.4030,0.0007
Th,2,4103.4601,0.0003,4103.46059,0.00019
Fe,1,4103.613,0.003,4103.6106,0.0004
Th,2,4103.6641,0.0005,4103.66521,0.00010
Cr,1,4103.8262,0.0014,4103.8266,0.0003
Fe,1,4104.1133,0.0005,4104.11344,0.00024
Sm,2,4104.13,0.10,,
Fe,1,4104.1536,0.0013,4104.15337,0.00024
Cu,1,4104.218,0.009,4104.212,0.008
Cr,1,4104.29,0.06,4104.306,0.008
V,1,4104.377,0.002,4104.3760,0.0003
Th,2,4104.38203,0.00015,4104.38202,0.00005
Fe,1,4104.460,0.003,4104.4601,0.0004
V,1,4104.767,0.007,4104.7595,0.0003
Cr,1,4104.8591,0.0005,4104.8591,0.0003
Th,2,4104.9156,0.0019,4104.91278,0.00022
Fe,1,4104.940,0.003,4104.94274,0.00024
Ce,2,4105.00,0.10,4104.9957+,0.0024
V,1,4105.1572,0.0015,4105.1570,0.0007
Th,2,4105.33004,0.00015,4105.33006,0.00007
Th,2,4105.34941,0.00019,4105.34973,0.00005
Mn,1,4105.36,0.10,4105.380,0.010
Th,2,4105.4756,0.0003,4105.47560,0.00014
Th,2,4105.91490,0.00017,4105.91507,0.00009
Cr,1,4106.0267,0.0012,4106.0271,0.0003
Th,2,4106.1195,0.0004,4106.12043,0.00007
Fe,1,4106.2585,0.0013,4106.25858,0.00024
U,2,4106.38,0.10,,
Y,1,4106.3842,0.0010,4106.3844,0.0015
Fe,1,4106.4226,0.0005,4106.42219,0.00024
Nd,2,4106.582,0.010,4106.5620+,0.0024
Cr,1,4106.69,0.03,4106.692,0.008
Th,2,4106.9497,0.0005,4106.94909,0.00009
Sm,2,4107.28,0.10,,
Th,2,4107.3720,0.0003,4107.37202,0.00007
Sm,2,4107.39,0.10,,
Ce,2,4107.42,0.10,4107.4232+,0.0024
Mo,1,4107.462,0.010,4107.4615+,0.0024
V,1,4107.4686,0.0018,4107.4681,0.0003
Fe,1,4107.4881,0.0005,4107.48817,0.00024
Th,2,4107.7926,0.0003,4107.79320,0.00007
Mn,1,,,4107.865,0.010
Fe,1,4108.133,0.003,4108.12992,0.00024
V,1,4108.1960,0.0018,4108.1956,0.0012
Cr,1,4108.3884,0.0009,4108.38826,0.00017
Zr,1,4108.40,0.10,,
Th,2,4108.41975,0.00007,4108.41977,0.00004
Ca,1,,,4108.526,0.010
V,1,4109.028,0.002,4109.0272,0.0004
Fe,1,4109.0558,0.0005,4109.05627,0.00024
Nd,2,4109.073,0.010,4109.0711+,0.0024
Sm,2,4109.40,0.10,,
Nd,2,4109.455,0.010,4109.4478+,0.0024
Cr,1,4109.5748,0.0005,4109.57475,0.00015
V,1,4109.7572,0.0015,4109.7575,0.0005
Fe,1,4109.8015,0.0005,4109.80156,0.00024
V,1,4109.8173,0.0015,4109.8168,0.0007
Cr,1,4109.95,0.06,4109.949,0.008
Th,2,4110.0743,0.0005,4110.07421,0.00007
Sm,2,4110.19,0.10,,
Ce,2,4110.38,0.10,4110.3808+,0.0024
Nd,2,4110.472,0.010,4110.4718+,0.0024
Th,2,4110.5141,0.0003,4110.51439,0.00007
V,1,4110.5392,0.0018,4110.5390,0.0008
Th,2,4110.63507,0.00015,4110.63506,0.00012
